Date,NFLX,netflix stock
6/15/2017,14,14
6/16/2017,13,16
6/17/2017,4,6
6/18/2017,0,9
6/19/2017,13,17
6/20/2017,11,12
6/21/2017,12,10
6/22/2017,8,12
6/23/2017,6,10
6/24/2017,3,5
6/25/2017,1,5
6/26/2017,11,9
6/27/2017,11,13
6/28/2017,10,12
6/29/2017,9,14
6/30/2017,12,12
7/1/2017,0,6
7/2/2017,0,5
7/3/2017,7,10
7/4/2017,3,7
7/5/2017,7,12
7/6/2017,9,10
7/7/2017,11,13
7/8/2017,2,6
7/9/2017,0,4
7/10/2017,9,10
7/11/2017,12,10
7/12/2017,12,13
7/13/2017,12,10
7/14/2017,16,12
7/15/2017,5,8
7/16/2017,5,5
7/17/2017,74,51
7/18/2017,100,96
7/19/2017,51,51
7/20/2017,31,27
7/21/2017,22,25
7/22/2017,8,11
7/23/2017,4,10
7/24/2017,16,20
7/25/2017,17,21
7/26/2017,14,22
7/27/2017,19,25
7/28/2017,18,19
7/29/2017,5,8
7/30/2017,4,9
7/31/2017,11,15
8/1/2017,17,18
8/2/2017,20,22
8/3/2017,16,18
8/4/2017,13,17
8/5/2017,2,8
8/6/2017,1,7
8/7/2017,13,19
8/8/2017,30,33
8/9/2017,33,42
8/10/2017,18,28
8/11/2017,15,17
8/12/2017,4,9
8/13/2017,3,7
8/14/2017,14,17
8/15/2017,14,16
8/16/2017,16,20
8/17/2017,12,17
8/18/2017,14,15
8/19/2017,0,10
8/20/2017,2,4
8/21/2017,14,16
8/22/2017,13,14
8/23/2017,9,14
8/24/2017,13,8
8/25/2017,9,13
8/26/2017,2,6
8/27/2017,0,4
8/28/2017,10,8
8/29/2017,10,12
8/30/2017,14,14
8/31/2017,13,13
9/1/2017,9,10
9/2/2017,3,4
9/3/2017,1,4
9/4/2017,2,5
9/5/2017,6,12
9/6/2017,9,12
9/7/2017,16,14
9/8/2017,7,11
9/9/2017,0,8
9/10/2017,3,5
9/11/2017,6,12
9/12/2017,13,14
9/13/2017,11,18
9/14/2017,14,13
9/15/2017,13,12
9/16/2017,2,6
9/17/2017,2,8
9/18/2017,8,15
9/19/2017,12,14
9/20/2017,11,14
9/21/2017,11,15
9/22/2017,13,14
9/23/2017,1,5
9/24/2017,2,6
9/25/2017,17,15
9/26/2017,15,14
9/27/2017,12,16
9/28/2017,10,13
9/29/2017,9,13
9/30/2017,5,6
10/1/2017,3,5
10/2/2017,14,15
10/3/2017,13,14
10/4/2017,14,16
10/5/2017,31,28
10/6/2017,23,27
10/7/2017,5,11
10/8/2017,4,6
10/9/2017,16,19
10/10/2017,12,18
10/11/2017,13,15
10/12/2017,21,19
10/13/2017,23,19
10/14/2017,8,11
10/15/2017,4,6
10/16/2017,69,49
10/17/2017,70,57
10/18/2017,27,28
10/19/2017,23,27
10/20/2017,17,21
10/21/2017,2,8
10/22/2017,1,8
10/23/2017,17,14
10/24/2017,15,19
10/25/2017,16,16
10/26/2017,16,20
10/27/2017,19,19
10/28/2017,5,12
10/29/2017,4,4
10/30/2017,14,18
10/31/2017,14,18
11/1/2017,14,15
11/2/2017,14,14
11/3/2017,13,19
11/4/2017,6,10
11/5/2017,3,7
11/6/2017,11,18
11/7/2017,16,17
11/8/2017,17,21
11/9/2017,11,19
11/10/2017,14,20
11/11/2017,4,10
11/12/2017,2,7
11/13/2017,9,15
11/14/2017,11,15
11/15/2017,12,17
11/16/2017,10,15
11/17/2017,11,17
11/18/2017,2,6
11/19/2017,1,6
11/20/2017,6,16
11/21/2017,12,13
11/22/2017,10,18
11/23/2017,3,11
11/24/2017,5,15
11/25/2017,2,10
11/26/2017,0,7
11/27/2017,10,17
11/28/2017,10,18
11/29/2017,19,24
11/30/2017,17,24
12/1/2017,15,18
12/2/2017,5,10
12/3/2017,3,6
12/4/2017,14,20
12/5/2017,16,19
12/6/2017,14,16
12/7/2017,15,16
12/8/2017,13,16
12/9/2017,2,8
12/10/2017,1,7
12/11/2017,14,16
12/12/2017,10,16
12/13/2017,10,13
12/14/2017,15,25
12/15/2017,15,22
12/16/2017,2,10
12/17/2017,4,6
12/18/2017,13,16
12/19/2017,9,18
12/20/2017,9,11
12/21/2017,10,15
12/22/2017,8,13
12/23/2017,3,9
12/24/2017,0,7
12/25/2017,4,8
12/26/2017,6,14
12/27/2017,8,27
12/28/2017,12,23
12/29/2017,14,17
12/30/2017,5,12
12/31/2017,2,6
1/1/2018,1,8
1/1/2018,0.375,3
1/2/2018,8,11
1/3/2018,8,13
1/4/2018,8,11
1/5/2018,7,8
1/6/2018,2,5
1/7/2018,1,5
1/8/2018,5,9
1/9/2018,6,7
1/10/2018,6,7
1/11/2018,6,10
1/12/2018,7,10
1/13/2018,2,5
1/14/2018,1,3
1/15/2018,2,5
1/16/2018,7,8
1/17/2018,7,9
1/18/2018,7,9
1/19/2018,7,10
1/20/2018,3,4
1/21/2018,1,5
1/22/2018,27,22
1/23/2018,35,40
1/24/2018,17,21
1/25/2018,14,22
1/26/2018,14,18
1/27/2018,3,10
1/28/2018,1,6
1/29/2018,12,16
1/30/2018,13,18
1/31/2018,11,15
2/1/2018,10,12
2/2/2018,10,15
2/3/2018,3,6
2/4/2018,1,4
2/5/2018,10,15
2/6/2018,12,21
2/7/2018,9,14
2/8/2018,9,15
2/9/2018,10,17
2/10/2018,2,6
2/11/2018,1,3
2/12/2018,7,10
2/13/2018,6,11
2/14/2018,9,11
2/15/2018,10,14
2/16/2018,9,15
2/17/2018,3,4
2/18/2018,2,4
2/19/2018,2,4
2/20/2018,7,10
2/21/2018,8,10
2/22/2018,7,9
2/23/2018,7,12
2/24/2018,1,4
2/25/2018,1,4
2/26/2018,8,12
2/27/2018,10,12
2/28/2018,9,12
3/1/2018,7,12
3/2/2018,10,12
3/3/2018,3,11
3/4/2018,3,4
3/5/2018,10,15
3/6/2018,16,19
3/7/2018,15,20
3/8/2018,13,13
3/9/2018,15,18
3/10/2018,5,8
3/11/2018,2,6
3/12/2018,14,19
3/13/2018,14,16
3/14/2018,11,13
3/15/2018,9,11
3/16/2018,10,10
3/17/2018,2,5
3/18/2018,1,3
3/19/2018,10,12
3/20/2018,10,12
3/21/2018,7,10
3/22/2018,10,11
3/23/2018,9,13
3/24/2018,2,6
3/25/2018,2,2
3/26/2018,12,12
3/27/2018,12,13
3/28/2018,16,18
3/29/2018,12,18
3/30/2018,4,10
3/31/2018,2,5
4/1/2018,2,3
4/2/2018,13,13
4/3/2018,11,13
4/4/2018,12,12
4/5/2018,10,12
4/6/2018,10,12
4/7/2018,2,3
4/8/2018,2,2
4/9/2018,9,10
4/10/2018,12,10
4/11/2018,12,11
4/12/2018,13,12
4/13/2018,14,12
4/14/2018,3,4
4/15/2018,3,4
4/16/2018,35,27
4/17/2018,36,41
4/18/2018,20,24
4/19/2018,14,15
4/20/2018,11,13
4/21/2018,2,4
4/22/2018,1,3
4/23/2018,9,13
4/24/2018,11,14
4/25/2018,11,13
4/26/2018,11,11
4/27/2018,12,12
4/28/2018,2,5
4/29/2018,1,4
4/30/2018,8,10
5/1/2018,9,10
5/2/2018,7,9
5/3/2018,7,10
5/4/2018,8,8
5/5/2018,2,4
5/6/2018,1,3
5/7/2018,8,10
5/8/2018,7,9
5/9/2018,8,9
5/10/2018,7,9
5/11/2018,8,9
5/12/2018,2,4
5/13/2018,1,3
5/14/2018,7,7
5/15/2018,6,8
5/16/2018,8,8
5/17/2018,7,6
5/18/2018,6,6
5/19/2018,1,3
5/20/2018,1,3
5/21/2018,7,9
5/22/2018,8,11
5/23/2018,11,14
5/24/2018,14,21
5/25/2018,11,20
5/26/2018,3,7
5/27/2018,1,5
5/28/2018,3,5
5/29/2018,7,11
5/30/2018,8,10
5/31/2018,7,10
6/1/2018,9,11
6/2/2018,2,5
6/3/2018,2,3
6/4/2018,10,12
6/5/2018,9,12
6/6/2018,8,12
6/7/2018,9,11
6/8/2018,8,10
6/9/2018,2,5
6/10/2018,1,4
6/11/2018,7,10
6/12/2018,8,10
6/13/2018,16,18
6/14/2018,15,17
6/15/2018,15,17
6/16/2018,3,4
6/17/2018,1,5
6/18/2018,10,12
6/19/2018,15,18
6/20/2018,20,23
6/21/2018,19,19
6/22/2018,14,16
6/23/2018,4,7
6/24/2018,0,4
6/25/2018,19,20
6/26/2018,16,22
6/27/2018,17,17
6/28/2018,16,16
6/29/2018,13,16
6/30/2018,3,6
7/1/2018,2,3
7/2/2018,11,9
7/3/2018,9,12
7/4/2018,4,6
7/5/2018,12,11
7/6/2018,11,15
7/7/2018,4,5
7/8/2018,2,4
7/9/2018,14,15
7/10/2018,14,17
7/11/2018,15,16
7/12/2018,18,17
7/13/2018,22,21
7/14/2018,6,8
7/15/2018,3,5
7/16/2018,65,46
7/17/2018,89,100
7/18/2018,37,37
7/19/2018,23,25
7/20/2018,21,24
7/21/2018,4,8
7/22/2018,4,6
7/23/2018,19,19
7/24/2018,19,19
7/25/2018,17,19
7/26/2018,19,24
7/27/2018,17,21
7/28/2018,4,5
7/29/2018,3,6
7/30/2018,17,22
7/31/2018,19,23
8/1/2018,14,21
8/2/2018,13,18
8/3/2018,14,15
8/4/2018,4,6
8/5/2018,1,4
8/6/2018,11,14
8/7/2018,14,16
8/8/2018,14,14
8/9/2018,11,13
8/10/2018,10,10
8/11/2018,2,4
8/12/2018,1,3
8/13/2018,12,12
8/14/2018,10,12
8/15/2018,13,16
8/16/2018,13,14
8/17/2018,11,15
8/18/2018,4,6
8/19/2018,2,6
8/20/2018,13,14
8/21/2018,15,14
8/22/2018,12,15
8/23/2018,13,13
8/24/2018,17,18
8/25/2018,4,6
8/26/2018,3,6
8/27/2018,16,17
8/28/2018,15,14
8/29/2018,15,14
8/30/2018,12,14
8/31/2018,12,11
9/1/2018,2,5
9/1/2018,4,9
9/2/2018,4,6
9/3/2018,4,7
9/4/2018,19,24
9/5/2018,30,34
9/6/2018,26,27
9/7/2018,22,27
9/8/2018,5,8
9/9/2018,3,7
9/10/2018,18,22
9/11/2018,20,21
9/12/2018,24,25
9/13/2018,22,29
9/14/2018,23,26
9/15/2018,4,7
9/16/2018,3,7
9/17/2018,17,21
9/18/2018,23,25
9/19/2018,24,27
9/20/2018,21,20
9/21/2018,21,23
9/22/2018,8,9
9/23/2018,3,7
9/24/2018,22,19
9/25/2018,20,23
9/26/2018,25,27
9/27/2018,24,27
9/28/2018,18,22
9/29/2018,4,8
9/30/2018,3,6
10/1/2018,21,21
10/2/2018,20,23
10/3/2018,19,24
10/4/2018,20,23
10/5/2018,25,27
10/6/2018,6,14
10/7/2018,3,6
10/8/2018,22,23
10/9/2018,22,26
10/10/2018,30,38
10/11/2018,33,49
10/12/2018,34,38
10/13/2018,7,11
10/14/2018,3,9
10/15/2018,38,34
10/16/2018,93,77
10/17/2018,91,100
10/18/2018,43,44
10/19/2018,33,34
10/20/2018,8,13
10/21/2018,2,10
10/22/2018,27,32
10/23/2018,28,30
10/24/2018,34,37
10/25/2018,41,38
10/26/2018,30,37
10/27/2018,8,12
10/28/2018,4,9
10/29/2018,29,34
10/30/2018,33,35
10/31/2018,35,35
11/1/2018,33,33
11/2/2018,27,33
11/3/2018,7,11
11/4/2018,3,8
11/5/2018,19,30
11/6/2018,24,27
11/7/2018,24,28
11/8/2018,23,25
11/9/2018,28,30
11/10/2018,6,9
11/11/2018,3,7
11/12/2018,20,23
11/13/2018,25,25
11/14/2018,22,23
11/15/2018,20,26
11/16/2018,19,24
11/17/2018,5,9
11/18/2018,3,9
11/19/2018,22,24
11/20/2018,30,33
11/21/2018,26,27
11/22/2018,4,12
11/23/2018,13,17
11/24/2018,6,8
11/25/2018,3,6
11/26/2018,20,20
11/27/2018,17,22
11/28/2018,24,30
11/29/2018,27,27
11/30/2018,20,25
12/1/2018,5,8
12/2/2018,3,5
12/3/2018,24,25
12/4/2018,20,25
12/5/2018,10,18
12/6/2018,15,24
12/7/2018,20,22
12/8/2018,3,6
12/9/2018,2,7
12/10/2018,19,22
12/11/2018,17,23
12/12/2018,20,22
12/13/2018,16,20
12/14/2018,17,19
12/15/2018,4,8
12/16/2018,2,4
12/17/2018,16,19
12/18/2018,19,21
12/19/2018,17,21
12/20/2018,20,27
12/21/2018,24,27
12/22/2018,7,10
12/23/2018,2,8
12/24/2018,15,18
12/25/2018,5,10
12/26/2018,26,26
12/27/2018,22,25
12/28/2018,16,25
12/29/2018,5,13
12/30/2018,4,10
12/31/2018,18,24
1/1/2019,5,11
1/2/2019,18,28
1/3/2019,26,28
1/4/2019,33,35
1/5/2019,9,12
1/6/2019,4,10
1/7/2019,32,34
1/8/2019,32,30
1/9/2019,30,32
1/10/2019,28,29
1/11/2019,41,38
1/12/2019,11,12
1/13/2019,5,10
1/14/2019,29,30
1/15/2019,55,58
1/16/2019,48,56
1/17/2019,87,67
1/18/2019,89,74
1/19/2019,8,20
1/20/2019,6,12
1/21/2019,8,14
1/22/2019,34,34
1/23/2019,29,31
1/24/2019,24,23
1/25/2019,23,26
1/26/2019,9,10
1/27/2019,6,7
1/28/2019,20,22
1/29/2019,17,24
1/30/2019,23,25
1/31/2019,22,26
2/1/2019,21,25
2/2/2019,5,7
2/3/2019,1,8
2/4/2019,22,25
2/5/2019,25,29
2/6/2019,18,23
2/7/2019,20,22
2/8/2019,12,19
2/9/2019,5,9
2/10/2019,4,8
2/11/2019,18,17
2/12/2019,17,21
2/13/2019,20,22
2/14/2019,18,21
2/15/2019,18,20
2/16/2019,5,7
2/17/2019,1,10
2/18/2019,4,10
2/19/2019,16,17
2/20/2019,16,17
2/21/2019,14,19
2/22/2019,13,18
2/23/2019,6,13
2/24/2019,3,6
2/25/2019,17,20
2/26/2019,19,23
2/27/2019,14,14
2/28/2019,14,16
3/1/2019,14,18
3/2/2019,4,6
3/3/2019,3,4
3/4/2019,13,17
3/5/2019,15,19
3/6/2019,12,17
3/7/2019,13,15
3/8/2019,14,17
3/9/2019,3,7
3/10/2019,0,5
3/11/2019,14,17
3/12/2019,15,15
3/13/2019,13,17
3/14/2019,14,15
3/15/2019,13,17
3/16/2019,4,6
3/17/2019,2,3
3/18/2019,12,18
3/19/2019,15,17
3/20/2019,20,22
3/21/2019,18,21
3/22/2019,16,22
3/23/2019,2,7
3/24/2019,2,5
3/25/2019,20,22
3/26/2019,14,18
3/27/2019,13,16
3/28/2019,16,17
3/29/2019,13,14
3/30/2019,3,5
3/31/2019,1,6
4/1/2019,15,17
4/2/2019,16,18
4/3/2019,18,19
4/4/2019,15,18
4/5/2019,14,18
4/6/2019,3,6
4/7/2019,0,7
4/8/2019,12,15
4/9/2019,16,15
4/10/2019,13,18
4/11/2019,14,17
4/12/2019,32,40
4/13/2019,7,13
4/14/2019,3,10
4/15/2019,21,24
4/16/2019,73,51
4/17/2019,59,48
4/18/2019,24,25
4/19/2019,8,10
4/20/2019,3,5
4/21/2019,2,9
4/22/2019,21,20
4/23/2019,22,27
4/24/2019,20,21
4/25/2019,20,23
4/26/2019,16,19
4/27/2019,3,10
4/28/2019,2,6
4/29/2019,15,20
4/30/2019,14,20
5/1/2019,20,22
5/1/2019,18,20
5/2/2019,14,16
5/3/2019,12,16
5/4/2019,3,7
5/5/2019,2,5
5/6/2019,15,15
5/7/2019,13,13
5/8/2019,15,17
5/9/2019,13,15
5/10/2019,12,18
5/11/2019,2,8
5/12/2019,2,6
5/13/2019,12,16
5/14/2019,14,16
5/15/2019,13,15
5/16/2019,11,17
5/17/2019,9,15
5/18/2019,2,4
5/19/2019,2,4
5/20/2019,9,12
5/21/2019,10,15
5/22/2019,12,16
5/23/2019,11,14
5/24/2019,7,15
5/25/2019,2,6
5/26/2019,2,6
5/27/2019,4,5
5/28/2019,12,11
5/29/2019,10,15
5/30/2019,10,10
5/31/2019,11,12
6/1/2019,2,5
6/2/2019,1,6
6/3/2019,12,15
6/4/2019,14,16
6/5/2019,15,16
6/6/2019,9,15
6/7/2019,10,13
6/8/2019,2,6
6/9/2019,1,7
6/10/2019,13,19
6/11/2019,12,15
6/12/2019,11,16
6/13/2019,10,16
6/14/2019,9,13
6/15/2019,2,8
6/16/2019,1,6
6/17/2019,13,14
6/18/2019,14,18
6/19/2019,12,21
6/20/2019,12,16
6/21/2019,11,14
6/22/2019,2,7
6/23/2019,2,6
6/24/2019,11,15
6/25/2019,10,13
6/26/2019,11,17
6/27/2019,11,11
6/28/2019,8,14
6/29/2019,3,8
6/30/2019,3,5
7/1/2019,14,14
7/2/2019,10,13
7/3/2019,12,19
7/4/2019,4,10
7/5/2019,8,12
7/6/2019,3,8
7/7/2019,3,10
7/8/2019,10,16
7/9/2019,17,20
7/10/2019,13,19
7/11/2019,13,19
7/12/2019,13,16
7/13/2019,4,10
7/14/2019,2,7
7/15/2019,16,20
7/16/2019,16,20
7/17/2019,64,52
7/18/2019,87,100
7/19/2019,38,55
7/20/2019,7,20
7/21/2019,2,13
7/22/2019,27,31
7/23/2019,24,26
7/24/2019,30,31
7/25/2019,22,28
7/26/2019,25,23
7/27/2019,6,11
7/28/2019,2,8
7/29/2019,14,16
7/30/2019,14,19
7/31/2019,12,18
8/1/2019,14,17
8/2/2019,13,15
8/3/2019,2,7
8/4/2019,1,5
8/5/2019,13,17
8/6/2019,16,20
8/7/2019,17,25
8/8/2019,13,16
8/9/2019,13,17
8/10/2019,2,6
8/11/2019,1,6
8/12/2019,12,18
8/13/2019,14,20
8/14/2019,16,22
8/15/2019,14,23
8/16/2019,14,21
8/17/2019,2,9
8/18/2019,1,7
8/19/2019,13,17
8/20/2019,12,17
8/21/2019,12,20
8/22/2019,12,16
8/23/2019,11,16
8/24/2019,3,7
8/25/2019,2,7
8/26/2019,10,16
8/27/2019,11,17
8/28/2019,11,14
8/29/2019,11,15
8/30/2019,11,14
8/31/2019,2,6
9/1/2019,2,5
9/2/2019,2,7
9/3/2019,8,11
9/4/2019,10,14
9/5/2019,12,16
9/6/2019,11,14
9/7/2019,0,8
9/8/2019,2,5
9/9/2019,13,13
9/10/2019,16,20
9/11/2019,12,19
9/12/2019,11,16
9/13/2019,11,14
9/14/2019,1,7
9/15/2019,1,7
9/16/2019,10,15
9/17/2019,11,16
9/18/2019,10,13
9/19/2019,13,16
9/20/2019,23,21
9/21/2019,5,10
9/22/2019,3,8
9/23/2019,15,18
9/24/2019,19,27
9/25/2019,17,25
9/26/2019,12,19
9/27/2019,11,17
9/28/2019,3,7
9/29/2019,4,6
9/30/2019,10,13
10/1/2019,12,16
10/2/2019,12,14
10/3/2019,9,17
10/4/2019,13,17
10/5/2019,2,8
10/6/2019,1,5
10/7/2019,9,15
10/8/2019,9,16
10/9/2019,10,15
10/10/2019,13,13
10/11/2019,14,19
10/12/2019,2,8
10/13/2019,2,6
10/14/2019,12,13
10/15/2019,20,18
10/16/2019,54,43
10/17/2019,58,54
10/18/2019,29,27
10/19/2019,6,10
10/20/2019,3,8
10/21/2019,15,17
10/22/2019,16,22
10/23/2019,14,19
10/24/2019,13,16
10/25/2019,12,17
10/26/2019,2,6
10/27/2019,3,5
10/28/2019,12,15
10/29/2019,10,15
10/30/2019,12,20
10/31/2019,12,16
11/1/2019,10,13
11/2/2019,2,7
11/3/2019,2,5
11/4/2019,8,14
11/5/2019,11,14
11/6/2019,8,12
11/7/2019,10,14
11/8/2019,11,11
11/9/2019,2,8
11/10/2019,2,5
11/11/2019,10,14
11/12/2019,13,20
11/13/2019,12,26
11/14/2019,12,23
11/15/2019,12,19
11/16/2019,4,10
11/17/2019,2,9
11/18/2019,11,15
11/19/2019,11,17
11/20/2019,12,15
11/21/2019,11,19
11/22/2019,12,16
11/23/2019,3,7
11/24/2019,0,5
11/25/2019,10,16
11/26/2019,11,19
11/27/2019,8,12
11/28/2019,2,7
11/29/2019,5,8
11/30/2019,2,6
12/1/2019,1,4
12/2/2019,8,13
12/3/2019,6,14
12/4/2019,9,14
12/5/2019,9,14
12/6/2019,9,12
12/7/2019,2,6
12/8/2019,1,4
12/9/2019,7,10
12/10/2019,10,13
12/11/2019,12,16
12/12/2019,9,12
12/13/2019,9,13
12/14/2019,2,8
12/15/2019,1,5
12/16/2019,10,13
12/17/2019,15,18
12/18/2019,12,17
12/19/2019,16,21
12/20/2019,13,19
12/21/2019,5,10
12/22/2019,1,8
12/23/2019,11,15
12/24/2019,7,18
12/25/2019,3,8
12/26/2019,8,16
12/27/2019,9,18
12/28/2019,4,10
12/29/2019,2,9
12/30/2019,9,15
12/31/2019,9,16
1/1/2020,4,10
1/1/2020,3,7
1/2/2020,7,11
1/3/2020,8,11
1/4/2020,1,6
1/5/2020,0,6
1/6/2020,7,11
1/7/2020,9,13
1/8/2020,8,14
1/9/2020,8,15
1/10/2020,7,13
1/11/2020,3,7
1/12/2020,1,5
1/13/2020,7,11
1/14/2020,7,13
1/15/2020,9,13
1/16/2020,10,13
1/17/2020,11,13
1/18/2020,2,7
1/19/2020,2,6
1/20/2020,4,6
1/21/2020,32,24
1/22/2020,32,32
1/23/2020,19,23
1/24/2020,16,18
1/25/2020,3,7
1/26/2020,1,5
1/27/2020,8,10
1/28/2020,10,13
1/29/2020,8,13
1/30/2020,7,14
1/31/2020,7,15
2/1/2020,3,6
2/2/2020,2,6
2/3/2020,7,13
2/4/2020,12,18
2/5/2020,10,20
2/6/2020,8,14
2/7/2020,9,14
2/8/2020,1,6
2/9/2020,1,5
2/10/2020,6,13
2/11/2020,8,15
2/12/2020,8,11
2/13/2020,7,13
2/14/2020,8,13
2/15/2020,2,7
2/16/2020,2,5
2/17/2020,2,6
2/18/2020,8,15
2/19/2020,9,12
2/20/2020,7,12
2/21/2020,6,13
2/22/2020,1,4
2/23/2020,1,4
2/24/2020,7,14
2/25/2020,8,17
2/26/2020,10,18
2/27/2020,12,24
2/28/2020,11,30
2/29/2020,3,13
3/1/2020,1,8
3/2/2020,8,19
3/3/2020,9,19
3/4/2020,6,15
3/5/2020,7,18
3/6/2020,7,19
3/7/2020,2,9
3/8/2020,2,9
3/9/2020,12,31
3/10/2020,9,29
3/11/2020,10,29
3/12/2020,14,55
3/13/2020,11,53
3/14/2020,4,33
3/15/2020,3,23
3/16/2020,11,53
3/17/2020,10,49
3/18/2020,10,49
3/19/2020,11,50
3/20/2020,10,40
3/21/2020,4,28
3/22/2020,3,24
3/23/2020,14,43
3/24/2020,12,41
3/25/2020,10,35
3/26/2020,9,31
3/27/2020,7,29
3/28/2020,4,18
3/29/2020,1,16
3/30/2020,8,27
3/31/2020,8,26
4/1/2020,8,25
4/2/2020,7,22
4/3/2020,7,20
4/4/2020,2,16
4/5/2020,2,13
4/6/2020,8,21
4/7/2020,9,20
4/8/2020,9,21
4/9/2020,6,23
4/10/2020,2,15
4/11/2020,2,12
4/12/2020,1,10
4/13/2020,13,27
4/14/2020,19,35
4/15/2020,17,37
4/16/2020,24,54
4/17/2020,23,50
4/18/2020,5,23
4/19/2020,4,18
4/20/2020,21,42
4/21/2020,65,83
4/22/2020,47,94
4/23/2020,20,40
4/24/2020,15,32
4/25/2020,4,17
4/26/2020,2,14
4/27/2020,11,24
4/28/2020,10,29
4/29/2020,11,28
4/30/2020,12,26
5/1/2020,8,26
5/2/2020,2,9
5/3/2020,1,11
5/4/2020,10,16
5/5/2020,8,21
5/6/2020,8,21
5/7/2020,8,20
5/8/2020,8,20
5/9/2020,2,11
5/10/2020,1,9
5/11/2020,7,19
5/12/2020,5,16
5/13/2020,8,19
5/14/2020,8,18
5/15/2020,7,18
5/16/2020,2,11
5/17/2020,1,8
5/18/2020,9,16
5/19/2020,7,17
5/20/2020,7,17
5/21/2020,8,19
5/22/2020,9,19
5/23/2020,2,11
5/24/2020,1,9
5/25/2020,2,9
5/26/2020,9,19
5/27/2020,11,23
5/28/2020,10,20
5/29/2020,7,14
5/30/2020,1,9
5/31/2020,2,8
6/1/2020,6,15
6/2/2020,6,12
6/3/2020,9,18
6/4/2020,7,15
6/5/2020,8,16
6/6/2020,1,9
6/7/2020,1,9
6/8/2020,7,17
6/9/2020,8,19
6/10/2020,7,16
6/11/2020,9,21
6/12/2020,7,17
6/13/2020,2,8
6/14/2020,0,7
6/15/2020,6,11
6/16/2020,6,13
6/17/2020,7,17
6/18/2020,7,14
6/19/2020,7,15
6/20/2020,1,6
6/21/2020,1,7
6/22/2020,9,17
6/23/2020,7,18
6/24/2020,7,14
6/25/2020,5,13
6/26/2020,6,16
6/27/2020,2,9
6/28/2020,1,7
6/29/2020,4,13
6/30/2020,7,13
7/1/2020,10,16
7/2/2020,8,19
7/3/2020,3,11
7/4/2020,0,7
7/5/2020,0,7
7/6/2020,10,18
7/7/2020,7,21
7/8/2020,8,18
7/9/2020,9,19
7/10/2020,19,33
7/11/2020,7,19
7/12/2020,4,15
7/13/2020,18,32
7/14/2020,19,31
7/15/2020,21,30
7/16/2020,58,73
7/17/2020,73,100
7/18/2020,9,19
7/19/2020,3,13
7/20/2020,18,31
7/21/2020,14,27
7/22/2020,11,24
7/23/2020,11,25
7/24/2020,10,22
7/25/2020,3,10
7/26/2020,3,9
7/27/2020,10,22
7/28/2020,10,24
7/29/2020,9,20
7/30/2020,11,20
7/31/2020,11,23
8/1/2020,3,11
8/2/2020,1,7
8/3/2020,7,19
8/4/2020,9,20
8/5/2020,8,19
8/6/2020,8,16
8/7/2020,9,17
8/8/2020,3,10
8/9/2020,2,8
8/10/2020,7,17
8/11/2020,9,19
8/12/2020,9,18
8/13/2020,8,19
8/14/2020,7,15
8/15/2020,1,6
8/16/2020,1,7
8/17/2020,8,17
8/18/2020,7,15
8/19/2020,6,15
8/20/2020,7,18
8/21/2020,8,20
8/22/2020,2,9
8/23/2020,1,8
8/24/2020,7,15
8/25/2020,6,15
8/26/2020,19,32
8/27/2020,13,28
8/28/2020,9,22
8/29/2020,2,10
8/30/2020,2,8
8/31/2020,6,17
9/1/2020,10,23
9/1/2020,13,31
9/2/2020,13,31
9/3/2020,11,30
9/4/2020,10,33
9/5/2020,3,12
9/6/2020,2,11
9/7/2020,1,10
9/8/2020,9,28
9/9/2020,10,27
9/10/2020,11,39
9/11/2020,10,53
9/12/2020,4,47
9/13/2020,4,46
9/14/2020,13,71
9/15/2020,14,67
9/16/2020,10,49
9/17/2020,9,39
9/18/2020,9,31
9/19/2020,2,17
9/20/2020,2,14
9/21/2020,7,27
9/22/2020,8,25
9/23/2020,9,24
9/24/2020,8,20
9/25/2020,8,19
9/26/2020,2,9
9/27/2020,2,7
9/28/2020,6,16
9/29/2020,8,19
9/30/2020,7,18
10/1/2020,10,19
10/2/2020,11,23
10/3/2020,2,10
10/4/2020,1,8
10/5/2020,8,21
10/6/2020,7,23
10/7/2020,10,30
10/8/2020,8,23
10/9/2020,9,16
10/10/2020,2,10
10/11/2020,3,9
10/12/2020,8,20
10/13/2020,11,21
10/14/2020,9,21
10/15/2020,11,21
10/16/2020,11,20
10/17/2020,2,9
10/18/2020,2,9
10/19/2020,12,22
10/20/2020,40,45
10/21/2020,41,53
10/22/2020,15,34
10/23/2020,10,24
10/24/2020,3,10
10/25/2020,1,9
10/26/2020,9,21
10/27/2020,11,21
10/28/2020,9,19
10/29/2020,14,24
10/30/2020,13,27
10/31/2020,4,14
11/1/2020,2,6
11/2/2020,9,17
11/3/2020,6,15
11/4/2020,7,15
11/5/2020,9,15
11/6/2020,6,14
11/7/2020,2,8
11/8/2020,1,7
11/9/2020,15,30
11/10/2020,11,28
11/11/2020,9,23
11/12/2020,10,19
11/13/2020,6,15
11/14/2020,2,10
11/15/2020,3,6
11/16/2020,8,17
11/17/2020,7,20
11/18/2020,8,16
11/19/2020,6,19
11/20/2020,7,15
11/21/2020,3,8
11/22/2020,1,9
11/23/2020,7,15
11/24/2020,11,23
11/25/2020,8,16
11/26/2020,2,10
11/27/2020,5,16
11/28/2020,3,9
11/29/2020,1,7
11/30/2020,7,18
12/1/2020,8,20
